"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"U1","23 Jan 2026, 20:29","23 Jan 2026, 21:29","","Elevação Lateral Unilateral (cabo)",,"",1,"warmup",10,7,,,
"U1","23 Jan 2026, 20:29","23 Jan 2026, 21:29","","Elevação Lateral Unilateral (cabo)",,"",2,"normal",35,8,,,
"U1","23 Jan 2026, 20:29","23 Jan 2026, 21:29","","Elevação Lateral Unilateral (cabo)",,"",3,"normal",35,8,,,
"U1","23 Jan 2026, 20:29","23 Jan 2026, 21:29","","Elevação Lateral Unilateral (cabo)",,"",4,"failure",35,7,,,
"U1","23 Jan 2026, 20:29","23 Jan 2026, 21:29","","Elevação Lateral Unilateral (cabo)",,"",5,"failure",35,7,,,
"U1","23 Jan 2026, 20:29","23 Jan 2026, 21:29","","Triceps Pushdown",,"",0,"warmup",50,6,,,
"U1","23 Jan 2026, 20:29","23 Jan 2026, 21:29","","Triceps Pushdown",,"",1,"normal",85,7,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Straight Leg Deadlift",,"",0,"warmup",60,5,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Straight Leg Deadlift",,"",1,"warmup",80,4,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Straight Leg Deadlift",,"",2,"warmup",110,2,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Straight Leg Deadlift",,"",3,"normal",128,5,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Straight Leg Deadlift",,"",4,"normal",128,5,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Leg Extension (Machine)",,"acho que pagaria o hevy plus só pra adicionar mais personalizados e voltar a bater os records dos unilaterais",0,"warmup",80,4,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Leg Extension (Machine)",,"acho que pagaria o hevy plus só pra adicionar mais personalizados e voltar a bater os records dos unilaterais",1,"normal",65,7,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Leg Extension (Machine)",,"acho que pagaria o hevy plus só pra adicionar mais personalizados e voltar a bater os records dos unilaterais",2,"normal",65,7,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Leg Extension (Machine)",,"acho que pagaria o hevy plus só pra adicionar mais personalizados e voltar a bater os records dos unilaterais",3,"failure",65,5,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Leg Extension (Machine)",,"acho que pagaria o hevy plus só pra adicionar mais personalizados e voltar a bater os records dos unilaterais",4,"failure",65,5,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Lying Leg Raise",,"",0,"warmup",,9,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Lying Leg Raise",,"",1,"normal",,14,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Lying Leg Raise",,"",2,"normal",,8,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Standing Calf Raise (Machine)",,"",0,"warmup",90,9,,,
"L2","22 Jan 2026, 20:13","22 Jan 2026, 21:12","","Standing Calf Raise (Machine)",,"",1,"failure",160,13,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Chest Press (Machine)",,"",1,"warmup",60,4,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Chest Press (Machine)",,"",3,"normal",100,6,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Chest Press (Machine)",,"",4,"failure",100,4,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Lat Pulldown (Cable)",,"A porra do banco tava solto, pqp 😡😡😡",0,"warmup",30,8,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Lat Pulldown (Cable)",,"A porra do banco tava solto, pqp 😡😡😡",1,"warmup",80,3,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Lat Pulldown (Cable)",,"A porra do banco tava solto, pqp 😡😡😡",2,"normal",98,7,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Lat Pulldown (Cable)",,"A porra do banco tava solto, pqp 😡😡😡",3,"failure",98,7,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","T Bar Row",,"",0,"warmup",40,5,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","T Bar Row",,"",1,"normal",85,6,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","T Bar Row",,"",2,"failure",85,5,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Shoulder Press (Dumbbell)",,"Com o refrão de one last breath na última rep 🤌🏽😮‍💨",0,"warmup",52,5,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Shoulder Press (Dumbbell)",,"Com o refrão de one last breath na última rep 🤌🏽😮‍💨",1,"failure",68,7,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Preacher Curl (Machine)",,"",0,"warmup",40,5,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Preacher Curl (Machine)",,"",1,"normal",60,4,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Preacher Curl (Machine)",,"",2,"failure",55,6,,,
"U2","20 Jan 2026, 20:18","20 Jan 2026, 21:25","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",65,7,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Squat (Barbell)",,"Vários minutos esperando liberarem a gaiola + reps na reserva 🫩",0,"warmup",40,7,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Squat (Barbell)",,"Vários minutos esperando liberarem a gaiola + reps na reserva 🫩",1,"warmup",60,4,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Squat (Barbell)",,"Vários minutos esperando liberarem a gaiola + reps na reserva 🫩",2,"warmup",100,2,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Squat (Barbell)",,"Vários minutos esperando liberarem a gaiola + reps na reserva 🫩",3,"normal",110,7,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Squat (Barbell)",,"Vários minutos esperando liberarem a gaiola + reps na reserva 🫩",4,"failure",114,4,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Seated Leg Curl (Machine)",,"Unilateral nas séries de trabalho",0,"warmup",50,7,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Seated Leg Curl (Machine)",,"Unilateral nas séries de trabalho",1,"warmup",110,2,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Seated Leg Curl (Machine)",,"Unilateral nas séries de trabalho",2,"normal",70,6,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Seated Leg Curl (Machine)",,"Unilateral nas séries de trabalho",3,"normal",70,6,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Seated Leg Curl (Machine)",,"Unilateral nas séries de trabalho",4,"failure",70,6,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Seated Leg Curl (Machine)",,"Unilateral nas séries de trabalho",5,"failure",70,6,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Crunch (Machine)",,"",0,"warmup",20,4,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Crunch (Machine)",,"",1,"normal",37,7,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Crunch (Machine)",,"",2,"failure",37,5,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Standing Calf Raise (Machine)",,"",0,"warmup",90,7,,,
"L1","19 Jan 2026, 20:20","19 Jan 2026, 21:14","","Standing Calf Raise (Machine)",,"",1,"failure",150,13,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Incline Bench Press (Dumbbell)",,"",0,"warmup",36,11,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Incline Bench Press (Dumbbell)",,"",1,"warmup",52,5,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Incline Bench Press (Dumbbell)",,"",2,"normal",72,7,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Incline Bench Press (Dumbbell)",,"",3,"failure",72,6,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Chest Fly (Machine)",,"Esse tá foda",0,"warmup",50,5,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Chest Fly (Machine)",,"Esse tá foda",1,"failure",90,7,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Remada Nêutra Unilateral",,"Na máquina ruim (impossível unilateral com esse eixo)",0,"warmup",30,5,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Remada Nêutra Unilateral",,"Na máquina ruim (impossível unilateral com esse eixo)",1,"warmup",30,5,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Remada Nêutra Unilateral",,"Na máquina ruim (impossível unilateral com esse eixo)",2,"normal",60,3,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Remada Nêutra Unilateral",,"Na máquina ruim (impossível unilateral com esse eixo)",3,"normal",60,3,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Elevação Lateral Unilateral (cabo)",,"",1,"warmup",10,7,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Elevação Lateral Unilateral (cabo)",,"",2,"normal",25,12,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Elevação Lateral Unilateral (cabo)",,"",3,"normal",25,12,,,
"U1","17 Jan 2026, 12:09","17 Jan 2026, 12:47","","Seated Row (Machine)",,"",0,"normal",70,11,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Straight Leg Deadlift",,"",0,"warmup",45,6,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Straight Leg Deadlift",,"",1,"warmup",65,4,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Straight Leg Deadlift",,"",2,"warmup",105,2,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Straight Leg Deadlift",,"",3,"normal",127,6,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Straight Leg Deadlift",,"",4,"failure",127,5,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Leg Extension (Machine)",,"",0,"warmup",70,5,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Leg Extension (Machine)",,"",1,"normal",65,6,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Leg Extension (Machine)",,"",2,"normal",65,6,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Leg Extension (Machine)",,"",3,"failure",65,6,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Leg Extension (Machine)",,"",4,"failure",65,6,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Crunch (Machine)",,"Errei a carga na primeira",0,"warmup",25,4,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Crunch (Machine)",,"Errei a carga na primeira",1,"normal",32,8,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Crunch (Machine)",,"Errei a carga na primeira",2,"normal",37,6,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Standing Calf Raise (Machine)",,"",0,"warmup",10,5,,,
"L2","15 Jan 2026, 19:42","15 Jan 2026, 20:42","","Standing Calf Raise (Machine)",,"",1,"normal",150,12,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Chest Press (Machine)",,"",1,"warmup",60,4,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Chest Press (Machine)",,"",3,"normal",100,6,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Chest Press (Machine)",,"",4,"failure",100,5,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Lat Pulldown (Cable)",,"",0,"warmup",30,7,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Lat Pulldown (Cable)",,"",1,"warmup",75,3,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Lat Pulldown (Cable)",,"",2,"normal",98,8,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Lat Pulldown (Cable)",,"",3,"failure",98,7,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","T Bar Row",,"",0,"warmup",40,5,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","T Bar Row",,"",1,"failure",85,6,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Shoulder Press (Dumbbell)",,"",0,"warmup",52,5,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Shoulder Press (Dumbbell)",,"",1,"failure",68,6,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Preacher Curl (Machine)",,"",0,"warmup",40,5,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Preacher Curl (Machine)",,"",1,"normal",60,5,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Preacher Curl (Machine)",,"",2,"failure",60,4,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",40,5,,,
"U2","14 Jan 2026, 20:38","14 Jan 2026, 21:44","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",65,7,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Squat (Barbell)",,"É proibido agachar descalço aqui 😃",0,"warmup",40,10,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Squat (Barbell)",,"É proibido agachar descalço aqui 😃",1,"warmup",60,4,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Squat (Barbell)",,"É proibido agachar descalço aqui 😃",2,"warmup",100,2,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Squat (Barbell)",,"É proibido agachar descalço aqui 😃",3,"normal",110,6,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Squat (Barbell)",,"É proibido agachar descalço aqui 😃",4,"failure",110,4,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Seated Leg Curl (Machine)",,"Unilateral",0,"warmup",50,7,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Seated Leg Curl (Machine)",,"Unilateral",1,"warmup",95,3,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Seated Leg Curl (Machine)",,"Unilateral",2,"normal",75,5,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Seated Leg Curl (Machine)",,"Unilateral",3,"normal",75,5,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Seated Leg Curl (Machine)",,"Unilateral",4,"failure",70,5,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Seated Leg Curl (Machine)",,"Unilateral",5,"failure",70,5,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Crunch (Machine)",,"",0,"normal",37,6,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Crunch (Machine)",,"",1,"failure",37,5,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Standing Calf Raise (Machine)",,"",0,"warmup",100,5,,,
"L1","12 Jan 2026, 20:15","12 Jan 2026, 21:07","","Standing Calf Raise (Machine)",,"",1,"failure",160,12,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Incline Bench Press (Smith Machine)",,"",0,"warmup",25,10,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Incline Bench Press (Smith Machine)",,"",1,"warmup",70,4,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,8,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Incline Bench Press (Smith Machine)",,"",3,"failure",70,7,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Chest Fly (Machine)",,"",1,"failure",95,6,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Remada Nêutra Unilateral",,"",0,"warmup",35,5,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Remada Nêutra Unilateral",,"",1,"warmup",35,5,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Remada Nêutra Unilateral",,"",2,"normal",60,6,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Remada Nêutra Unilateral",,"",3,"normal",60,6,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Remada Nêutra Unilateral",,"",4,"normal",60,5,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Remada Nêutra Unilateral",,"",5,"normal",60,5,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Elevação Lateral Unilateral (cabo)",,"",1,"warmup",10,7,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Elevação Lateral Unilateral (cabo)",,"",2,"normal",35,8,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Elevação Lateral Unilateral (cabo)",,"",3,"normal",35,8,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Elevação Lateral Unilateral (cabo)",,"",4,"failure",35,7,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Elevação Lateral Unilateral (cabo)",,"",5,"failure",35,7,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Triceps Pushdown",,"",0,"warmup",50,5,,,
"U1","10 Jan 2026, 11:44","10 Jan 2026, 12:36","","Triceps Pushdown",,"",1,"normal",85,5,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Straight Leg Deadlift",,"",0,"warmup",45,6,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Straight Leg Deadlift",,"",1,"warmup",65,4,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Straight Leg Deadlift",,"",2,"warmup",105,2,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Straight Leg Deadlift",,"",3,"normal",125,7,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Straight Leg Deadlift",,"",4,"normal",125,5,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Leg Extension (Machine)",,"",0,"warmup",70,6,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Leg Extension (Machine)",,"",1,"normal",70,5,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Leg Extension (Machine)",,"",2,"normal",70,5,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Leg Extension (Machine)",,"",3,"failure",65,6,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Leg Extension (Machine)",,"",4,"failure",65,6,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Crunch (Machine)",,"",0,"warmup",20,6,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Crunch (Machine)",,"",1,"normal",37,6,,,
"L2","9 Jan 2026, 20:47","9 Jan 2026, 21:37","","Crunch (Machine)",,"",2,"normal",37,5,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Chest Press (Machine)",,"",0,"warmup",40,9,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Chest Press (Machine)",,"",1,"warmup",60,4,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Chest Press (Machine)",,"",3,"normal",100,6,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Chest Press (Machine)",,"",4,"failure",100,5,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Lat Pulldown (Cable)",,"Hoje fraquejei nesse",0,"warmup",30,7,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Lat Pulldown (Cable)",,"Hoje fraquejei nesse",1,"warmup",75,3,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Lat Pulldown (Cable)",,"Hoje fraquejei nesse",2,"normal",98,8,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Lat Pulldown (Cable)",,"Hoje fraquejei nesse",3,"normal",98,5,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Seated Row (Machine)",,"70 é o máximo dessa carroça de academia e a amplitude é horrível (segue a saga para achar uma remada decente)",0,"warmup",80,4,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Seated Row (Machine)",,"70 é o máximo dessa carroça de academia e a amplitude é horrível (segue a saga para achar uma remada decente)",1,"normal",70,8,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Shoulder Press (Machine Plates)",,"",0,"warmup",40,5,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Preacher Curl (Machine)",,"",0,"normal",60,4,,,
"U2","6 Jan 2026, 20:16","6 Jan 2026, 21:07","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",65,5,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Squat (Barbell)",,"Voltei pro agachamento livre, porque a amplitude do hack daqui é péssima (só perdi tempo naquela droga 😭)",0,"warmup",40,7,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Squat (Barbell)",,"Voltei pro agachamento livre, porque a amplitude do hack daqui é péssima (só perdi tempo naquela droga 😭)",1,"warmup",60,4,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Squat (Barbell)",,"Voltei pro agachamento livre, porque a amplitude do hack daqui é péssima (só perdi tempo naquela droga 😭)",2,"warmup",100,1,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Squat (Barbell)",,"Voltei pro agachamento livre, porque a amplitude do hack daqui é péssima (só perdi tempo naquela droga 😭)",3,"normal",110,6,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Squat (Barbell)",,"Voltei pro agachamento livre, porque a amplitude do hack daqui é péssima (só perdi tempo naquela droga 😭)",4,"failure",110,4,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Seated Leg Curl (Machine)",,"",0,"warmup",50,7,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Seated Leg Curl (Machine)",,"",1,"warmup",95,3,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Seated Leg Curl (Machine)",,"",2,"normal",116,9,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Seated Leg Curl (Machine)",,"",3,"failure",116,9,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Crunch (Machine)",,"",0,"normal",35,8,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Crunch (Machine)",,"",1,"failure",37,6,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Standing Calf Raise (Machine)",,"",0,"warmup",90,5,,,
"L1","5 Jan 2026, 20:47","5 Jan 2026, 21:45","","Standing Calf Raise (Machine)",,"",1,"normal",150,10,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Incline Bench Press (Smith Machine)",,"Chapei no aquecimento",0,"warmup",20,10,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Incline Bench Press (Smith Machine)",,"Chapei no aquecimento",1,"warmup",60,3,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Incline Bench Press (Smith Machine)",,"Chapei no aquecimento",2,"warmup",70,1,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Incline Bench Press (Smith Machine)",,"Chapei no aquecimento",3,"normal",70,8,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Incline Bench Press (Smith Machine)",,"Chapei no aquecimento",4,"failure",70,6,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Chest Fly (Machine)",,"",1,"failure",95,6,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Remada Nêutra Unilateral",,"",0,"warmup",30,5,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Remada Nêutra Unilateral",,"",1,"warmup",30,5,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Remada Nêutra Unilateral",,"",2,"normal",55,8,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Remada Nêutra Unilateral",,"",3,"normal",55,8,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Remada Nêutra Unilateral",,"",4,"normal",55,7,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Remada Nêutra Unilateral",,"",5,"normal",55,7,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Elevação Lateral Unilateral (cabo)",,"",1,"warmup",10,7,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Elevação Lateral Unilateral (cabo)",,"",2,"normal",35,7,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Elevação Lateral Unilateral (cabo)",,"",3,"normal",35,7,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Elevação Lateral Unilateral (cabo)",,"",4,"failure",35,6,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Elevação Lateral Unilateral (cabo)",,"",5,"failure",35,6,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Triceps Pushdown",,"",0,"warmup",50,5,,,
"U1","2 Jan 2026, 20:02","2 Jan 2026, 20:54","","Triceps Pushdown",,"",1,"normal",85,6,,,
